example_id,fidelity_level,feasible,tokens,state,achieved_fidelity,answer_f1,fact_recall,cumulative_tokens
5a8133725542995ce29dcbdb,0.3333333333333333,True,105,"[1, 0, 0, 2, 0, 0]",0.5,0.8571428571428571,0.5,210.0
5a8133725542995ce29dcbdb,0.4,True,105,"[1, 0, 0, 2, 0, 0]",0.5,0.8571428571428571,0.5,315.0
5a8133725542995ce29dcbdb,0.5,True,105,"[1, 0, 0, 2, 0, 0]",0.5,0.8571428571428571,0.5,420.0
5a8133725542995ce29dcbdb,0.6,False,,,,,,
5a8133725542995ce29dcbdb,0.6666666666666666,False,,,,,,
5a8133725542995ce29dcbdb,0.8,False,,,,,,
5a8133725542995ce29dcbdb,1.0,False,,,,,,
5a85ea095542994775f606a8,0.2,True,32,"[0, 0, 0, 0, 0, 1]",0.2,1.0,0.2,32.0
5a85ea095542994775f606a8,0.3333333333333333,True,104,"[0, 1, 0, 0, 0, 1]",0.4,1.0,0.4,136.0
5a85ea095542994775f606a8,0.4,True,104,"[0, 1, 0, 0, 0, 1]",0.4,1.0,0.4,240.0
5a85ea095542994775f606a8,0.5,True,247,"[0, 2, 0, 0, 0, 1]",0.6,1.0,0.6,487.0
5a85ea095542994775f606a8,0.6,True,247,"[0, 2, 0, 0, 0, 1]",0.6,1.0,0.6,734.0
5a85ea095542994775f606a8,0.6666666666666666,False,,,,,,
5a85ea095542994775f606a8,0.8,False,,,,,,
5a85ea095542994775f606a8,1.0,False,,,,,,
5a8a3e745542996c9b8d5e70,0.2,True,18,"[0, 0, 0, 0, 2, 0]",0.5,1.0,0.5,18.0
5a8a3e745542996c9b8d5e70,0.3333333333333333,True,18,"[0, 0, 0, 0, 2, 0]",0.5,1.0,0.5,36.0
5a8a3e745542996c9b8d5e70,0.4,True,18,"[0, 0, 0, 0, 2, 0]",0.5,1.0,0.5,54.0
5a8a3e745542996c9b8d5e70,0.5,True,18,"[0, 0, 0, 0, 2, 0]",0.5,1.0,0.5,72.0
5a8a3e745542996c9b8d5e70,0.6,True,46,"[1, 0, 0, 0, 2, 0]",1.0,1.0,1.0,118.0
5a8a3e745542996c9b8d5e70,0.6666666666666666,True,46,"[1, 0, 0, 0, 2, 0]",1.0,1.0,1.0,164.0
5a8a3e745542996c9b8d5e70,0.8,True,46,"[1, 0, 0, 0, 2, 0]",1.0,1.0,1.0,210.0
5a8a3e745542996c9b8d5e70,1.0,True,46,"[1, 0, 0, 0, 2, 0]",1.0,1.0,1.0,256.0
5a8b57f25542995d1e6f1371,0.2,True,73,"[1, 0, 0, 2, 0, 0]",0.5,1.0,0.5,73.0
5a8b57f25542995d1e6f1371,0.3333333333333333,True,73,"[1, 0, 0, 2, 0, 0]",0.5,1.0,0.5,146.0
5a8b57f25542995d1e6f1371,0.4,True,73,"[1, 0, 0, 2, 0, 0]",0.5,1.0,0.5,219.0
5a8b57f25542995d1e6f1371,0.5,True,73,"[1, 0, 0, 2, 0, 0]",0.5,1.0,0.5,292.0
5a8b57f25542995d1e6f1371,0.6,True,114,"[2, 0, 0, 2, 0, 0]",1.0,1.0,1.0,406.0
5a8b57f25542995d1e6f1371,0.6666666666666666,True,114,"[2, 0, 0, 2, 0, 0]",1.0,1.0,1.0,520.0
5a8b57f25542995d1e6f1371,0.8,True,114,"[2, 0, 0, 2, 0, 0]",1.0,1.0,1.0,634.0
5a8b57f25542995d1e6f1371,1.0,True,114,"[2, 0, 0, 2, 0, 0]",1.0,1.0,1.0,748.0
5a8db19d5542994ba4e3dd00,0.2,True,43,"[0, 0, 0, 1, 1, 0]",0.5,1.0,0.5,43.0
5a8db19d5542994ba4e3dd00,0.3333333333333333,True,43,"[0, 0, 0, 1, 1, 0]",0.5,1.0,0.5,86.0
5a8db19d5542994ba4e3dd00,0.4,True,43,"[0, 0, 0, 1, 1, 0]",0.5,1.0,0.5,129.0
5a8db19d5542994ba4e3dd00,0.5,True,43,"[0, 0, 0, 1, 1, 0]",0.5,1.0,0.5,172.0
5a8db19d5542994ba4e3dd00,0.6,True,72,"[0, 0, 0, 1, 2, 0]",1.0,1.0,1.0,244.0
5a8db19d5542994ba4e3dd00,0.6666666666666666,True,72,"[0, 0, 0, 1, 2, 0]",1.0,1.0,1.0,316.0
5a8db19d5542994ba4e3dd00,0.8,True,72,"[0, 0, 0, 1, 2, 0]",1.0,1.0,1.0,388.0
5a8db19d5542994ba4e3dd00,1.0,True,72,"[0, 0, 0, 1, 2, 0]",1.0,1.0,1.0,460.0
5ab29c24554299449642c932,0.2,True,46,"[0, 1, 0, 1, 0, 0]",0.5,1.0,0.5,46.0
5ab29c24554299449642c932,0.3333333333333333,True,46,"[0, 1, 0, 1, 0, 0]",0.5,1.0,0.5,92.0
5ab29c24554299449642c932,0.4,True,46,"[0, 1, 0, 1, 0, 0]",0.5,1.0,0.5,138.0
5ab29c24554299449642c932,0.5,True,46,"[0, 1, 0, 1, 0, 0]",0.5,1.0,0.5,184.0
5ab29c24554299449642c932,0.6,True,138,"[0, 1, 0, 2, 0, 0]",1.0,1.0,1.0,322.0
5ab29c24554299449642c932,0.6666666666666666,True,138,"[0, 1, 0, 2, 0, 0]",1.0,1.0,1.0,460.0
5ab29c24554299449642c932,0.8,True,138,"[0, 1, 0, 2, 0, 0]",1.0,1.0,1.0,598.0
5ab29c24554299449642c932,1.0,True,138,"[0, 1, 0, 2, 0, 0]",1.0,1.0,1.0,736.0
5ab3b0bf5542992ade7c6e39,0.2,True,28,"[0, 0, 0, 0, 1, 0]",0.3333333333333333,1.0,0.3333333333333333,28.0
5ab3b0bf5542992ade7c6e39,0.3333333333333333,True,28,"[0, 0, 0, 0, 1, 0]",0.3333333333333333,1.0,0.3333333333333333,56.0
5ab3b0bf5542992ade7c6e39,0.4,True,133,"[0, 0, 0, 2, 1, 0]",0.6666666666666666,1.0,0.6666666666666666,189.0
5ab3b0bf5542992ade7c6e39,0.5,True,133,"[0, 0, 0, 2, 1, 0]",0.6666666666666666,1.0,0.6666666666666666,322.0
5ab3b0bf5542992ade7c6e39,0.6,True,133,"[0, 0, 0, 2, 1, 0]",0.6666666666666666,1.0,0.6666666666666666,455.0
5ab3b0bf5542992ade7c6e39,0.6666666666666666,True,133,"[0, 0, 0, 2, 1, 0]",0.6666666666666666,1.0,0.6666666666666666,588.0
5ab3b0bf5542992ade7c6e39,0.8,False,,,,,,
5ab3b0bf5542992ade7c6e39,1.0,False,,,,,,
5ab3e45655429976abd1bcd4,0.2,True,29,"[0, 0, 2, 0, 0, 0]",0.3333333333333333,0.3333333333333333,0.3333333333333333,29.0
5ab3e45655429976abd1bcd4,0.3333333333333333,True,29,"[0, 0, 2, 0, 0, 0]",0.3333333333333333,0.3333333333333333,0.3333333333333333,58.0
5ab3e45655429976abd1bcd4,0.4,True,97,"[0, 2, 2, 0, 0, 0]",0.6666666666666666,1.0,0.6666666666666666,155.0
5ab3e45655429976abd1bcd4,0.5,True,97,"[0, 2, 2, 0, 0, 0]",0.6666666666666666,1.0,0.6666666666666666,252.0
5ab3e45655429976abd1bcd4,0.6,True,97,"[0, 2, 2, 0, 0, 0]",0.6666666666666666,1.0,0.6666666666666666,349.0
5ab3e45655429976abd1bcd4,0.6666666666666666,True,97,"[0, 2, 2, 0, 0, 0]",0.6666666666666666,1.0,0.6666666666666666,446.0
5ab3e45655429976abd1bcd4,0.8,False,,,,,,
5ab3e45655429976abd1bcd4,1.0,False,,,,,,
5ab56e32554299637185c594,0.2,True,24,"[0, 0, 0, 1, 0, 0]",0.5,1.0,0.5,24.0
5ab56e32554299637185c594,0.3333333333333333,True,24,"[0, 0, 0, 1, 0, 0]",0.5,1.0,0.5,48.0
5ab56e32554299637185c594,0.4,True,24,"[0, 0, 0, 1, 0, 0]",0.5,1.0,0.5,72.0
5ab56e32554299637185c594,0.5,True,24,"[0, 0, 0, 1, 0, 0]",0.5,1.0,0.5,96.0
5ab56e32554299637185c594,0.6,True,140,"[0, 0, 2, 1, 0, 0]",1.0,1.0,1.0,236.0
5ab56e32554299637185c594,0.6666666666666666,True,140,"[0, 0, 2, 1, 0, 0]",1.0,1.0,1.0,376.0
5ab56e32554299637185c594,0.8,True,140,"[0, 0, 2, 1, 0, 0]",1.0,1.0,1.0,516.0
5ab56e32554299637185c594,1.0,True,140,"[0, 0, 2, 1, 0, 0]",1.0,1.0,1.0,656.0
5abd94525542992ac4f382d2,0.2,True,29,"[0, 0, 1, 0, 0, 0]",0.5,1.0,0.5,29.0
5abd94525542992ac4f382d2,0.3333333333333333,True,29,"[0, 0, 1, 0, 0, 0]",0.5,1.0,0.5,58.0
5abd94525542992ac4f382d2,0.4,True,29,"[0, 0, 1, 0, 0, 0]",0.5,1.0,0.5,87.0
5abd94525542992ac4f382d2,0.5,True,29,"[0, 0, 1, 0, 0, 0]",0.5,1.0,0.5,116.0
5abd94525542992ac4f382d2,0.6,True,48,"[0, 1, 1, 0, 0, 0]",1.0,1.0,1.0,164.0
5abd94525542992ac4f382d2,0.6666666666666666,True,48,"[0, 1, 1, 0, 0, 0]",1.0,1.0,1.0,212.0
5abd94525542992ac4f382d2,0.8,True,48,"[0, 1, 1, 0, 0, 0]",1.0,1.0,1.0,260.0
5abd94525542992ac4f382d2,1.0,True,48,"[0, 1, 1, 0, 0, 0]",1.0,1.0,1.0,308.0
5ac23ff0554299636651994d,0.2,True,125,"[0, 0, 1, 0, 0, 1]",0.5,1.0,0.5,125.0
5ac23ff0554299636651994d,0.3333333333333333,True,125,"[0, 0, 1, 0, 0, 1]",0.5,1.0,0.5,250.0
5ac23ff0554299636651994d,0.4,True,125,"[0, 0, 1, 0, 0, 1]",0.5,1.0,0.5,375.0
5ac23ff0554299636651994d,0.5,True,125,"[0, 0, 1, 0, 0, 1]",0.5,1.0,0.5,500.0
5ac23ff0554299636651994d,0.6,False,,,,,,
5ac23ff0554299636651994d,0.6666666666666666,False,,,,,,
5ac23ff0554299636651994d,0.8,False,,,,,,
5ac23ff0554299636651994d,1.0,False,,,,,,
5adbf0a255429947ff17385a,0.2,True,42,"[0, 0, 0, 0, 0, 2]",0.5,1.0,0.5,42.0
5adbf0a255429947ff17385a,0.3333333333333333,True,42,"[0, 0, 0, 0, 0, 2]",0.5,1.0,0.5,84.0
5adbf0a255429947ff17385a,0.4,True,42,"[0, 0, 0, 0, 0, 2]",0.5,1.0,0.5,126.0
5adbf0a255429947ff17385a,0.5,True,42,"[0, 0, 0, 0, 0, 2]",0.5,1.0,0.5,168.0
5adbf0a255429947ff17385a,0.6,True,86,"[0, 0, 0, 0, 2, 2]",1.0,1.0,1.0,254.0
5adbf0a255429947ff17385a,0.6666666666666666,True,86,"[0, 0, 0, 0, 2, 2]",1.0,1.0,1.0,340.0
5adbf0a255429947ff17385a,0.8,True,86,"[0, 0, 0, 0, 2, 2]",1.0,1.0,1.0,426.0
5adbf0a255429947ff17385a,1.0,True,86,"[0, 0, 0, 0, 2, 2]",1.0,1.0,1.0,512.0
5adf37a95542995ec70e8f97,0.2,True,160,"[0, 1, 0, 2, 0, 0]",0.5,1.0,0.5,160.0
5adf37a95542995ec70e8f97,0.3333333333333333,True,160,"[0, 1, 0, 2, 0, 0]",0.5,1.0,0.5,320.0
5adf37a95542995ec70e8f97,0.4,True,160,"[0, 1, 0, 2, 0, 0]",0.5,1.0,0.5,480.0
5adf37a95542995ec70e8f97,0.5,True,160,"[0, 1, 0, 2, 0, 0]",0.5,1.0,0.5,640.0
5adf37a95542995ec70e8f97,0.6,False,,,,,,
5adf37a95542995ec70e8f97,0.6666666666666666,False,,,,,,
5adf37a95542995ec70e8f97,0.8,False,,,,,,
5adf37a95542995ec70e8f97,1.0,False,,,,,,
